pl_name,hostname,discoverymethod,disc_year,disc_facility,pl_rade,pl_bmasse,pl_orbper,pl_orbsmax,sy_dist,st_teff,st_rad,st_mass,decade,earth_radius_class,orbital_period_class,distance_class_pc,disc_year_int
KMT-2021-BLG-1372L b,KMT-2021-BLG-1372L,Microlensing,2022.0,KMTNet,9.12,61.27,,2.37,5970.0,,,0.42,2020,Gas giant 6–15,Unknown,">5,000 pc",2022
KMT-2021-BLG-1391L b,KMT-2021-BLG-1391L,Microlensing,2022.0,KMTNet,1.97,4.55,,2.29,5720.0,,,0.37,2020,Super-Earth 1.25–2,Unknown,">5,000 pc",2022
KMT-2021-BLG-1547L b,KMT-2021-BLG-1547L,Microlensing,2023.0,KMTNet,13.6,467.20775829,,4.5,5070.0,,,0.72,2020,Gas giant 6–15,Unknown,">5,000 pc",2023
KMT-2021-BLG-1554L b,KMT-2021-BLG-1554L,Microlensing,2022.0,KMTNet,6.9,38.13940884,,0.72,7680.0,,,0.08,2020,Gas giant 6–15,Unknown,">5,000 pc",2022
KMT-2021-BLG-1689L b,KMT-2021-BLG-1689L,Microlensing,2022.0,KMTNet,7.71,46.0,,2.5,7200.0,4570.0,,0.58,2020,Gas giant 6–15,Unknown,">5,000 pc",2022
KMT-2021-BLG-1770L b,KMT-2021-BLG-1770L,Microlensing,2023.0,KMTNet,12.1,6674.396547,,0.9,6920.0,,,0.13,2020,Gas giant 6–15,Unknown,">5,000 pc",2023
KMT-2021-BLG-1898L b,KMT-2021-BLG-1898L,Microlensing,2022.0,KMTNet,14.0,232.01473711,,1.9,6900.0,,,0.48,2020,Gas giant 6–15,Unknown,">5,000 pc",2022
KMT-2021-BLG-2010L b,KMT-2021-BLG-2010L,Microlensing,2023.0,KMTNet,13.8,340.07639549,,1.79,7090.0,,,0.37,2020,Gas giant 6–15,Unknown,">5,000 pc",2023
KMT-2021-BLG-2294L b,KMT-2021-BLG-2294L,Microlensing,2022.0,KMTNet,5.02,22.24798849,,1.15,6800.0,,,0.14,2020,Neptune-like 2–6,Unknown,">5,000 pc",2022
KMT-2021-BLG-2478L b,KMT-2021-BLG-2478L,Microlensing,2023.0,KMTNet,13.9,286.0455663,,1.85,2970.0,,,0.2,2020,Gas giant 6–15,Unknown,"1,000–5,000 pc",2023
KMT-2021-BLG-2609L b,KMT-2021-BLG-2609L,Microlensing,2024.0,KMTNet,3.17,10.17050902,,2.3,7480.0,,,0.2,2020,Neptune-like 2–6,Unknown,">5,000 pc",2024
KMT-2022-BLG-0303L b,KMT-2022-BLG-0303L,Microlensing,2024.0,KMTNet,14.2,163.04597279,,4.81,6570.0,,,0.368,2020,Gas giant 6–15,Unknown,">5,000 pc",2024
KMT-2022-BLG-0371L b,KMT-2022-BLG-0371L,Microlensing,2023.0,KMTNet,10.9,82.63538582,,3.02,7140.0,,,0.63,2020,Gas giant 6–15,Unknown,">5,000 pc",2023
KMT-2022-BLG-0440L b,KMT-2022-BLG-0440L,Microlensing,2023.0,KMTNet,4.05,15.4,,1.9,3500.0,,,0.53,2020,Neptune-like 2–6,Unknown,"1,000–5,000 pc",2023
KMT-2022-BLG-1013L b,KMT-2022-BLG-1013L,Microlensing,2023.0,KMTNet,12.1,98.52680617,,1.38,7710.0,,,0.18,2020,Gas giant 6–15,Unknown,">5,000 pc",2023
KMT-2022-BLG-1551L b,KMT-2022-BLG-1551L,Microlensing,2026.0,KMTNet,13.2,940.77208472,,2.29,6900.0,,,0.54,2020,Gas giant 6–15,Unknown,">5,000 pc",2026
KMT-2022-BLG-1790L b,KMT-2022-BLG-1790L,Microlensing,2025.0,KMTNet,13.5,549.84314411,,5.25,6480.0,,,0.58,2020,Gas giant 6–15,Unknown,">5,000 pc",2025
KMT-2022-BLG-1818L b,KMT-2022-BLG-1818L,Microlensing,2026.0,KMTNet,13.0,1271.313628,,2.6,5300.0,,,0.79,2020,Gas giant 6–15,Unknown,">5,000 pc",2026
KMT-2022-BLG-1818L c,KMT-2022-BLG-1818L,Microlensing,2026.0,KMTNet,13.2,114.41822652,,12.6,5300.0,,,0.79,2020,Gas giant 6–15,Unknown,">5,000 pc",2026
KMT-2022-BLG-2076L b,KMT-2022-BLG-2076L,Microlensing,2025.0,KMTNet,13.9,279.68899816,,5.67,5570.0,,,0.67,2020,Gas giant 6–15,Unknown,">5,000 pc",2025
KMT-2022-BLG-2286L b,KMT-2022-BLG-2286L,Microlensing,2024.0,KMTNet,12.1,6038.739733,,2.02,7320.0,,,0.2,2020,Gas giant 6–15,Unknown,">5,000 pc",2024
KMT-2023-BLG-0119L b,KMT-2023-BLG-0119L,Microlensing,2025.0,KMTNet,11.0,83.7,,3.14,5410.0,,,0.71,2020,Gas giant 6–15,Unknown,">5,000 pc",2025
KMT-2023-BLG-0416L b,KMT-2023-BLG-0416L,Microlensing,2024.0,KMTNet,3.67,13.03096469,,2.96,5900.0,,,0.63,2020,Neptune-like 2–6,Unknown,">5,000 pc",2024
KMT-2023-BLG-0466L b,KMT-2023-BLG-0466L,Microlensing,2026.0,KMTNet,13.1,1032.94232275,,2.68,6800.0,,,0.44,2020,Gas giant 6–15,Unknown,">5,000 pc",2026
KMT-2023-BLG-0469L b,KMT-2023-BLG-0469L,Microlensing,2024.0,KMTNet,7.04,39.41072247,,2.31,7070.0,,,0.47,2020,Gas giant 6–15,Unknown,">5,000 pc",2024
KMT-2023-BLG-0548L b,KMT-2023-BLG-0548L,Microlensing,2025.0,KMTNet,13.1,1086.97315194,,6.85,6830.0,,,0.72,2020,Gas giant 6–15,Unknown,">5,000 pc",2025
KMT-2023-BLG-0735L b,KMT-2023-BLG-0735L,Microlensing,2024.0,KMTNet,6.97,38.77506565,,2.96,6390.0,,,0.61,2020,Gas giant 6–15,Unknown,">5,000 pc",2024
KMT-2023-BLG-0830L b,KMT-2023-BLG-0830L,Microlensing,2025.0,KMTNet,4.41,17.79839079,,1.7,7250.0,,,0.22,2020,Neptune-like 2–6,Unknown,">5,000 pc",2025
KMT-2023-BLG-0949L b,KMT-2023-BLG-0949L,Microlensing,2025.0,KMTNet,12.8,1900.61387386,,2.03,6060.0,,,0.48,2020,Gas giant 6–15,Unknown,">5,000 pc",2025
KMT-2023-BLG-1431L b,KMT-2023-BLG-1431L,Microlensing,2024.0,KMTNet,3.76,13.6,,3.2,6800.0,,,0.57,2020,Neptune-like 2–6,Unknown,">5,000 pc",2024
KMT-2023-BLG-1454L b,KMT-2023-BLG-1454L,Microlensing,2024.0,KMTNet,14.1,200.23189641,,1.18,7220.0,,,0.17,2020,Gas giant 6–15,Unknown,">5,000 pc",2024
KMT-2023-BLG-1642L b,KMT-2023-BLG-1642L,Microlensing,2024.0,KMTNet,13.8,343.25467956,,1.41,6980.0,,,0.17,2020,Gas giant 6–15,Unknown,">5,000 pc",2024
KMT-2023-BLG-1743L b,KMT-2023-BLG-1743L,Microlensing,2024.0,KMTNet,12.1,6356.56814,,1.16,7130.0,,,0.11,2020,Gas giant 6–15,Unknown,">5,000 pc",2024
KMT-2023-BLG-1866L b,KMT-2023-BLG-1866L,Microlensing,2024.0,KMTNet,1.43,2.63,,2.63,6210.0,,,0.51,2020,Super-Earth 1.25–2,Unknown,">5,000 pc",2024
KMT-2023-BLG-1896L b,KMT-2023-BLG-1896L,Microlensing,2025.0,KMTNet,4.19,16.35,,2.86,5490.0,,,0.72,2020,Neptune-like 2–6,Unknown,">5,000 pc",2025
KMT-2023-BLG-2209L b,KMT-2023-BLG-2209L,Microlensing,2025.0,KMTNet,13.9,254.2627256,,3.51,5570.0,,,0.73,2020,Gas giant 6–15,Unknown,">5,000 pc",2025
KMT-2024-BLG-0176L b,KMT-2024-BLG-0176L,Microlensing,2026.0,KMTNet,14.0,241.54958932,,1.32,8340.0,,,0.103,2020,Gas giant 6–15,Unknown,">5,000 pc",2026
KMT-2024-BLG-0349L b,KMT-2024-BLG-0349L,Microlensing,2026.0,KMTNet,12.4,3769.44490702,,6.46,5750.0,,,0.68,2020,Gas giant 6–15,Unknown,">5,000 pc",2026
KMT-2024-BLG-0404L b,KMT-2024-BLG-0404L,Microlensing,2025.0,KMTNet,11.9,8657.64580668,,0.85,7210.0,,,0.09,2020,Gas giant 6–15,Unknown,">5,000 pc",2025
KMT-2024-BLG-0404L c,KMT-2024-BLG-0404L,Microlensing,2025.0,KMTNet,4.33,17.3,,,7210.0,,,0.09,2020,Neptune-like 2–6,Unknown,">5,000 pc",2025
KMT-2024-BLG-1005L b,KMT-2024-BLG-1005L,Microlensing,2025.0,KMTNet,12.1,6674.396547,,0.78,6950.0,,,0.055,2020,Gas giant 6–15,Unknown,">5,000 pc",2025
KMT-2024-BLG-1044L b,KMT-2024-BLG-1044L,Microlensing,2024.0,KMTNet,2.7,7.75,,,7140.0,,,0.069,2020,Neptune-like 2–6,Unknown,">5,000 pc",2024
KMT-2024-BLG-1209L b,KMT-2024-BLG-1209L,Microlensing,2025.0,KMTNet,13.2,839.06699448,,2.51,3930.0,,,0.77,2020,Gas giant 6–15,Unknown,"1,000–5,000 pc",2025
KMT-2024-BLG-1281L b,KMT-2024-BLG-1281L,Microlensing,2025.0,KMTNet,4.59,19.06970442,,1.96,7180.0,,,0.32,2020,Neptune-like 2–6,Unknown,">5,000 pc",2025
KMT-2024-BLG-1870L b,KMT-2024-BLG-1870L,Microlensing,2026.0,KMTNet,13.8,336.89811142,,3.15,5480.0,,,0.67,2020,Gas giant 6–15,Unknown,">5,000 pc",2026
KMT-2024-BLG-2005L b,KMT-2024-BLG-2005L,Microlensing,2026.0,KMTNet,8.18,50.85254512,,1.12,7720.0,,,0.12,2020,Gas giant 6–15,Unknown,">5,000 pc",2026
KMT-2024-BLG-2059L b,KMT-2024-BLG-2059L,Microlensing,2025.0,KMTNet,2.54,6.99222495,,2.55,6070.0,,,0.51,2020,Neptune-like 2–6,Unknown,">5,000 pc",2025
KMT-2024-BLG-2087L b,KMT-2024-BLG-2087L,Microlensing,2026.0,KMTNet,12.9,1395.26670673,,3.03,7190.0,,,0.48,2020,Gas giant 6–15,Unknown,">5,000 pc",2026
KMT-2024-BLG-2242L b,KMT-2024-BLG-2242L,Microlensing,2025.0,KMTNet,3.82,13.98444991,,0.89,7620.0,,,0.069,2020,Neptune-like 2–6,Unknown,">5,000 pc",2025
KMT-2025-BLG-0121L b,KMT-2025-BLG-0121L,Microlensing,2026.0,KMTNet,12.6,2469.52672239,,3.05,6200.0,,,0.61,2020,Gas giant 6–15,Unknown,">5,000 pc",2026
KMT-2025-BLG-0481L b,KMT-2025-BLG-0481L,Microlensing,2026.0,KMTNet,14.1,187.51876013,,2.18,7980.0,,,0.22,2020,Gas giant 6–15,Unknown,">5,000 pc",2026
KMT-2025-BLG-1616L b,KMT-2025-BLG-1616L,Microlensing,2026.0,KMTNet,7.34,42.32,,1.6,7500.0,,,0.26,2020,Gas giant 6–15,Unknown,">5,000 pc",2026
KOBE-1 b,KOBE-1,Radial Velocity,2025.0,Calar Alto Observatory,2.91,8.8,8.5399,0.07006,23.9718,4135.0,0.619,0.629,2020,Neptune-like 2–6,3–10 days,10–50 pc,2025
KOBE-1 c,KOBE-1,Radial Velocity,2025.0,Calar Alto Observatory,3.56,12.4,29.671,0.16071,23.9718,4135.0,0.619,0.629,2020,Neptune-like 2–6,10–50 days,10–50 pc,2025
KOI-12 b,KOI-12,Transit,2015.0,Kepler,13.78707,349.613,17.855182,0.154,399.398,6635.0,1.4,1.5,2010,Gas giant 6–15,10–50 days,100–500 pc,2015
KOI-1257 b,KOI-1257,Transit,2014.0,Kepler,10.54,460.83,86.647661,0.382,656.0,5520.0,1.13,0.99,2010,Gas giant 6–15,50–365 days,"500–1,000 pc",2014
KOI-13 b,KOI-13,Transit,2011.0,Kepler,16.948008,2949.4624,1.763588,0.03641,519.096,7650.0,1.74,1.72,2010,>15 Earth radii,<3 days,"500–1,000 pc",2011
KOI-134 b,KOI-134,Transit,2025.0,Kepler,12.03844527,346.43296363,67.1277,0.363,1159.21,6160.0,1.667,1.407,2020,Gas giant 6–15,50–365 days,"1,000–5,000 pc",2025
KOI-134 c,KOI-134,Transit Timing Variations,2025.0,Kepler,9.86,69.92224954,33.95,0.2305,1159.21,6160.0,1.667,1.407,2020,Gas giant 6–15,10–50 days,"1,000–5,000 pc",2025
KOI-142 b,KOI-142,Transit,2013.0,Kepler,3.438,9.5,10.91647,0.09586,376.863,5466.0,0.897,0.99,2010,Neptune-like 2–6,10–50 days,100–500 pc,2013
KOI-142 c,KOI-142,Transit Timing Variations,2013.0,Kepler,14.0,214.1,22.26492,0.154121003,376.863,5466.0,0.897,0.99,2010,Gas giant 6–15,10–50 days,100–500 pc,2013
KOI-1599.01,KOI-1599,Transit,2019.0,Kepler,1.9,4.6,20.4415,0.14728,1131.64,5833.0,0.972,1.02,2010,Super-Earth 1.25–2,10–50 days,"1,000–5,000 pc",2019
KOI-1599.02,KOI-1599,Transit,2019.0,Kepler,1.9,9.0,13.6088,0.112293,1131.64,5833.0,0.972,1.02,2010,Super-Earth 1.25–2,10–50 days,"1,000–5,000 pc",2019
KOI-1783.01,KOI-1783,Transit,2020.0,Kepler,8.86,71.0,134.4628,0.52661,865.73,5922.0,1.143,1.076,2020,Gas giant 6–15,50–365 days,"500–1,000 pc",2020
KOI-1783.02,KOI-1783,Transit,2020.0,Kepler,5.44,15.0,284.215,0.86695,865.73,5922.0,1.143,1.076,2020,Neptune-like 2–6,50–365 days,"500–1,000 pc",2020
KOI-1831 d,Kepler-324,Transit,2018.0,Kepler,1.13,2.23,34.169,0.19924,501.574,5233.0,0.835,0.901,2010,Earth-size 0.5–1.25,10–50 days,"500–1,000 pc",2018
KOI-1833 d,Kepler-968,Transit,2021.0,Kepler,2.58,11.02,7.685,0.0634,290.324,4413.0,0.667,0.681,2020,Neptune-like 2–6,3–10 days,100–500 pc,2021
KOI-1843.03,Kepler-974,Transit,2013.0,Kepler,0.61,8.0,0.1768913,0.005,134.311,3584.0,0.45,0.46,2010,Earth-size 0.5–1.25,<3 days,100–500 pc,2013
KOI-217 b,KOI-217,Transit,2010.0,Kepler,12.442,,3.90512,0.0477,914.699,5545.0,0.86,0.95,2010,Gas giant 6–15,3–10 days,"500–1,000 pc",2010
KOI-2513.01,KOI-2513,Transit,2023.0,Kepler,2.80224517,7310.053361,19.00547,0.5,1369.87,5900.0,1.2,0.91,2020,Neptune-like 2–6,10–50 days,"1,000–5,000 pc",2023
KOI-3503 b,KOI-3503,Transit,2021.0,Kepler,1.19,9.2,21.185,0.14247,887.064,6001.0,1.255,0.858,2020,Earth-size 0.5–1.25,10–50 days,"500–1,000 pc",2021
KOI-3503 c,KOI-3503,Transit,2021.0,Kepler,1.21,10.36,31.828,0.18688,887.064,6001.0,1.255,0.858,2020,Earth-size 0.5–1.25,10–50 days,"500–1,000 pc",2021
KOI-351 b,KOI-351,Transit,2013.0,Kepler,1.31,2.27,7.008151,0.074,848.254,6080.0,1.2,1.2,2010,Super-Earth 1.25–2,3–10 days,"500–1,000 pc",2013
KOI-351 c,KOI-351,Transit,2013.0,Kepler,1.19,1.81,8.719375,0.089,848.254,6080.0,1.2,1.2,2010,Earth-size 0.5–1.25,3–10 days,"500–1,000 pc",2013
KOI-351 d,KOI-351,Transit,2013.0,Kepler,2.87,8.6,59.73667,0.32,848.254,6080.0,1.2,1.2,2010,Neptune-like 2–6,50–365 days,"500–1,000 pc",2013
KOI-351 e,KOI-351,Transit,2013.0,Kepler,2.66,7.56,91.93913,0.42,848.254,6080.0,1.2,1.2,2010,Neptune-like 2–6,50–365 days,"500–1,000 pc",2013
KOI-351 f,KOI-351,Transit,2013.0,Kepler,2.88,8.65,124.9144,0.48,848.254,6080.0,1.2,1.2,2010,Neptune-like 2–6,50–365 days,"500–1,000 pc",2013
KOI-351 g,KOI-351,Transit,2013.0,Kepler,7.718,15.0,210.73514,0.71704,848.254,6031.13,1.185,1.242,2010,Gas giant 6–15,50–365 days,"500–1,000 pc",2013
KOI-351 h,KOI-351,Transit,2013.0,Kepler,11.252,203.0,331.60296,0.97062,848.254,6031.13,1.185,1.242,2010,Gas giant 6–15,50–365 days,"500–1,000 pc",2013
KOI-3680 b,KOI-3680,Transit,2018.0,Kepler,11.09691,613.4119,141.241671,0.534,921.986,5830.0,0.96,1.01,2010,Gas giant 6–15,50–365 days,"500–1,000 pc",2018
KOI-4777.01,KOI-4777,Transit,2022.0,Kepler,0.51,99.2,0.412,0.008,172.245,3515.0,0.4,0.41,2020,Earth-size 0.5–1.25,<3 days,100–500 pc,2022
KOI-4978 b,KOI-4978,Transit,2024.0,Kepler,0.7,0.271,0.941967,,936.341,5050.28,0.966,0.859,2020,Earth-size 0.5–1.25,<3 days,"500–1,000 pc",2024
KOI-55 b,KOI-55,Orbital Brightness Modulation,2011.0,Kepler,0.759,0.44,0.240104,0.006,1231.02,27730.0,0.203,0.496,2010,Earth-size 0.5–1.25,<3 days,"1,000–5,000 pc",2011
KOI-55 c,KOI-55,Orbital Brightness Modulation,2011.0,Kepler,0.867,0.655,0.342887,0.0076,1231.02,27730.0,0.203,0.496,2010,Earth-size 0.5–1.25,<3 days,"1,000–5,000 pc",2011
KOI-7368 b,KOI-7368,Transit,2022.0,Kepler,2.22,5.56,6.8430344,0.0678,264.995,5241.0,0.874,0.879,2020,Neptune-like 2–6,3–10 days,100–500 pc,2022
KOI-7913 b,KOI-7913 A,Transit,2022.0,Kepler,2.34,6.08,24.278553,0.1456,271.277,4324.0,0.788,0.76,2020,Neptune-like 2–6,10–50 days,100–500 pc,2022
KOI-94 b,KOI-94,Transit,2013.0,Kepler,1.71,10.5,3.743208,0.05119,477.052,6182.0,1.52,1.277,2010,Super-Earth 1.25–2,3–10 days,100–500 pc,2013
KOI-94 c,KOI-94,Transit,2013.0,Kepler,4.32,15.6,10.423648,0.1013,477.052,6182.0,1.52,1.277,2010,Neptune-like 2–6,10–50 days,100–500 pc,2013
KOI-94 d,KOI-94,Transit,2013.0,Kepler,11.27,106.0,22.342989,0.1684,477.052,6182.0,1.52,1.277,2010,Gas giant 6–15,10–50 days,100–500 pc,2013
KOI-94 e,KOI-94,Transit,2013.0,Kepler,6.56,35.0,54.32031,0.3046,477.052,6182.0,1.52,1.277,2010,Gas giant 6–15,50–365 days,100–500 pc,2013
KOI-984 b,KOI-984,Transit,2022.0,Kepler,4.3,17.1,4.2881785,0.0504,252.667,5295.0,0.818,0.928,2020,Neptune-like 2–6,3–10 days,100–500 pc,2022
KOI-984 c,KOI-984,Transit Timing Variations,2022.0,Kepler,14.1,209.8,21.512,0.1467,252.667,5295.0,0.818,0.928,2020,Gas giant 6–15,10–50 days,100–500 pc,2022
KOINTREAU-1 b,XEST 17-036,Imaging,2026.0,W. M. Keck Observatory,12.4,3368.9811142,,690.0,158.618,3551.0,,0.26,2020,Gas giant 6–15,Unknown,100–500 pc,2026
KOINTREAU-3 b,ISO-Oph 96,Imaging,2026.0,W. M. Keck Observatory,13.1,1080.6165838,,342.0,140.563,3920.0,0.730795,0.41,2020,Gas giant 6–15,Unknown,100–500 pc,2026
KOINTREAU-4 b,2MASS J16262785-2625152,Imaging,2026.0,W. M. Keck Observatory,12.2,4862.7746271,,182.0,145.434,3252.0,,,2020,Gas giant 6–15,Unknown,100–500 pc,2026
KPS-1 b,KPS-1,Transit,2018.0,Acton Sky Portal Observatory,11.54527,346.4347,1.706291,0.0269,262.706,5165.0,0.907,0.892,2010,Gas giant 6–15,<3 days,100–500 pc,2018
Kapteyn c,Kapteyn,Radial Velocity,2014.0,Multiple Observatories,2.54,7.0,121.54,0.311,3.93305,3550.0,0.291,0.281,2010,Neptune-like 2–6,50–365 days,<10 pc,2014
Kepler-10 b,Kepler-10,Transit,2011.0,Kepler,1.47,3.24,0.8374907,0.01685,185.506,5708.0,1.065,0.91,2010,Super-Earth 1.25–2,<3 days,100–500 pc,2011
Kepler-10 c,Kepler-10,Transit,2011.0,Kepler,2.355,11.29,45.294301,0.241,185.506,5708.0,1.065,0.91,2010,Neptune-like 2–6,10–50 days,100–500 pc,2011
Kepler-10 d,Kepler-10,Radial Velocity,2023.0,Roque de los Muchachos Observatory,3.49,12.0,151.06,0.5379,185.506,5708.0,1.065,0.91,2020,Neptune-like 2–6,50–365 days,100–500 pc,2023
Kepler-100 b,Kepler-100,Transit,2014.0,Kepler,1.34,4.01,6.88734,0.07309,304.645,5837.0,1.51,1.13,2010,Super-Earth 1.25–2,3–10 days,100–500 pc,2014
Kepler-100 c,Kepler-100,Transit,2014.0,Kepler,2.2,7.05,12.8159,0.11061,304.645,5825.0,1.49,1.08,2010,Neptune-like 2–6,10–50 days,100–500 pc,2014
Kepler-100 d,Kepler-100,Transit,2014.0,Kepler,1.61,3.0,35.3331,0.21747,304.645,5825.0,1.49,1.08,2010,Super-Earth 1.25–2,10–50 days,100–500 pc,2014
Kepler-100 e,Kepler-100,Radial Velocity,2023.0,W. M. Keck Observatory,5.27,24.14271827,60.888588,0.312391586,304.645,5884.0,1.5,1.097,2020,Neptune-like 2–6,50–365 days,100–500 pc,2023
Kepler-1000 b,Kepler-1000,Transit,2016.0,Kepler,4.76,20.3,120.0181272,0.5326,1115.62,6453.0,1.51,1.4,2010,Neptune-like 2–6,50–365 days,"1,000–5,000 pc",2016
Kepler-1001 b,Kepler-1001,Transit,2016.0,Kepler,3.15,10.1,14.30511983,0.11147,928.978,5491.0,0.88,0.9,2010,Neptune-like 2–6,10–50 days,"500–1,000 pc",2016
Kepler-1001 c,Kepler-1001,Transit,2020.0,Kepler,1.57799279,3.11,9.18186,0.08296,928.978,5376.0,0.836475,0.93,2020,Super-Earth 1.25–2,3–10 days,"500–1,000 pc",2020
Kepler-1002 b,Kepler-1002,Transit,2016.0,Kepler,1.71,3.57,4.336429331,0.0564,408.303,6144.0,1.57,1.22,2010,Super-Earth 1.25–2,3–10 days,100–500 pc,2016
Kepler-1003 b,Kepler-1003,Transit,2016.0,Kepler,1.78,3.82,3.554856915,0.04333,941.902,6109.0,1.17,1.11,2010,Super-Earth 1.25–2,3–10 days,"500–1,000 pc",2016
Kepler-1004 b,Kepler-1004,Transit,2016.0,Kepler,6.28,32.5,5.28789787,0.06791,1152.68,4972.0,3.39,1.11,2010,Gas giant 6–15,3–10 days,"1,000–5,000 pc",2016
Kepler-1005 b,Kepler-1005,Transit,2016.0,Kepler,1.5,2.86,6.49801525,0.06717,567.806,5782.0,1.06,1.0,2010,Super-Earth 1.25–2,3–10 days,"500–1,000 pc",2016
Kepler-1006 b,Kepler-1006,Transit,2016.0,Kepler,1.54,2.99,19.76172042,0.1464,1081.738,5328.0,0.74,0.78,2010,Super-Earth 1.25–2,10–50 days,"1,000–5,000 pc",2016
Kepler-1007 b,Kepler-1007,Transit,2016.0,Kepler,1.44,2.67,5.185002073,0.048,365.0,4587.0,0.7,0.73,2010,Super-Earth 1.25–2,3–10 days,100–500 pc,2016
Kepler-1008 b,Kepler-1008,Transit,2016.0,Kepler,1.28,2.18,12.43931193,0.09755,282.565,5066.0,0.78,0.81,2010,Super-Earth 1.25–2,10–50 days,100–500 pc,2016
Kepler-1009 b,Kepler-1009,Transit,2016.0,Kepler,2.17,5.35,11.35011917,0.0796,355.019,4027.0,0.57,0.59,2010,Neptune-like 2–6,10–50 days,100–500 pc,2016
Kepler-101 b,Kepler-101,Transit,2014.0,Kepler,5.77,51.1,3.4876812,0.0474,927.981,5667.0,1.56,1.17,2010,Neptune-like 2–6,3–10 days,"500–1,000 pc",2014
Kepler-101 c,Kepler-101,Transit,2014.0,Kepler,1.25,3.78,6.02976,0.0684,927.981,5667.0,1.56,1.17,2010,Earth-size 0.5–1.25,3–10 days,"500–1,000 pc",2014
Kepler-1010 b,Kepler-1010,Transit,2016.0,Kepler,2.32,5.99,34.2685705,0.193,579.273,5253.0,0.82,0.86,2010,Neptune-like 2–6,10–50 days,"500–1,000 pc",2016
Kepler-1011 b,Kepler-1011,Transit,2016.0,Kepler,2.87,8.6,5.753221974,0.0633,736.779,5416.0,0.88,0.91,2010,Neptune-like 2–6,3–10 days,"500–1,000 pc",2016
Kepler-1012 b,Kepler-1012,Transit,2016.0,Kepler,1.29,2.21,5.50860439,0.06066,411.077,5556.0,0.91,0.95,2010,Super-Earth 1.25–2,3–10 days,100–500 pc,2016
Kepler-1013 b,Kepler-1013,Transit,2016.0,Kepler,2.15,5.27,18.93054959,0.137,422.246,4954.0,0.76,0.81,2010,Neptune-like 2–6,10–50 days,100–500 pc,2016
Kepler-1014 b,Kepler-1014,Transit,2016.0,Kepler,2.39,6.3,16.57110363,0.121,624.8,5388.0,0.84,0.88,2010,Neptune-like 2–6,10–50 days,"500–1,000 pc",2016
Kepler-1015 b,Kepler-1015,Transit,2016.0,Kepler,3.55,12.3,16.00494214,0.1345,739.357,6769.0,1.81,1.49,2010,Neptune-like 2–6,10–50 days,"500–1,000 pc",2016
Kepler-1016 b,Kepler-1016,Transit,2016.0,Kepler,2.18,5.39,1.954524342,0.03044,1402.82,5821.0,1.0,0.99,2010,Neptune-like 2–6,<3 days,"1,000–5,000 pc",2016
Kepler-1016 c,Kepler-1016,Transit,2016.0,Kepler,3.68,13.1,105.6551369,0.43519,1402.82,5821.0,1.0,0.99,2010,Neptune-like 2–6,50–365 days,"1,000–5,000 pc",2016
Kepler-1017 b,Kepler-1017,Transit,2016.0,Kepler,1.99,4.62,7.23400469,0.07196,552.058,5473.0,0.87,0.93,2010,Super-Earth 1.25–2,3–10 days,"500–1,000 pc",2016
Kepler-1018 b,Kepler-1018,Transit,2016.0,Kepler,2.58,7.18,49.1013514,0.253,1010.01,5518.0,0.88,0.91,2010,Neptune-like 2–6,10–50 days,"1,000–5,000 pc",2016
Kepler-1019 b,Kepler-1019,Transit,2016.0,Kepler,1.46,2.73,1.411229847,0.0221,194.182,4433.0,0.67,0.7,2010,Super-Earth 1.25–2,<3 days,100–500 pc,2016
Kepler-102 b,Kepler-102,Transit,2014.0,Kepler,0.46,1.1,5.286965,0.05521,107.796,4909.0,0.724,0.803,2010,<0.5 Earth radii,3–10 days,100–500 pc,2014
Kepler-102 c,Kepler-102,Transit,2014.0,Kepler,0.567,1.7,7.071392,0.06702,107.796,4909.0,0.724,0.803,2010,Earth-size 0.5–1.25,3–10 days,100–500 pc,2014
Kepler-102 d,Kepler-102,Transit,2014.0,Kepler,1.154,3.0,10.311767,0.08618,107.796,4909.0,0.724,0.803,2010,Earth-size 0.5–1.25,10–50 days,100–500 pc,2014
Kepler-102 e,Kepler-102,Transit,2013.0,Kepler,2.17,4.7,16.1456994,0.1162,107.796,4909.0,0.724,0.803,2010,Neptune-like 2–6,10–50 days,100–500 pc,2013
Kepler-102 f,Kepler-102,Transit,2014.0,Kepler,0.861,4.3,27.453592,0.1656,107.796,4909.0,0.724,0.803,2010,Earth-size 0.5–1.25,10–50 days,100–500 pc,2014
Kepler-1020 b,Kepler-1020,Transit,2016.0,Kepler,2.28,5.82,96.9151496,0.37594,415.358,5227.0,0.8,0.87,2010,Neptune-like 2–6,50–365 days,100–500 pc,2016
Kepler-1021 b,Kepler-1021,Transit,2016.0,Kepler,2.33,6.04,13.47469571,0.1034,810.082,5431.0,0.86,0.89,2010,Neptune-like 2–6,10–50 days,"500–1,000 pc",2016
Kepler-1022 b,Kepler-1022,Transit,2016.0,Kepler,2.36,6.17,10.99469878,0.0805,420.042,4445.0,0.68,0.71,2010,Neptune-like 2–6,10–50 days,100–500 pc,2016
Kepler-1023 b,Kepler-1023,Transit,2016.0,Kepler,2.63,7.41,62.1387714,0.30284,694.175,5494.0,0.89,0.93,2010,Neptune-like 2–6,50–365 days,"500–1,000 pc",2016
